Date	Grid	Trapline	Station	Trap	Observer	TrapType	Feed Used	Species	Fate	Age	Sex	TagChange	Unique	TagLeft	TagRight	Weight	ReproCond	Lactating	Hindfoot	Tail	Ear	Skull Width	Skull Length	Parasites	Orange Mites (Y/N)	Orange Mite Vial	Weather	Temperature	Comments
17/07/2020	Falls	113	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	113	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	113	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	113	9	2	SF	Sherman	Sunflower Seeds	ECHIP	Released	A	M	0	0			75	NSCR										Cloudy	Cool	"Had to release, acting lethargic in bag"
17/07/2020	Falls	113	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	113	10	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	402	1	1	SF	Sherman	Sunflower Seeds	WJM	Recap	A	F	0	0	1765		31	PREG/LACT	Y									Cloudy	Cool	
17/07/2020	Falls	402	1	2	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1900		75	NR	N									Cloudy	Cool	
17/07/2020	Falls	402	3	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1680	1679	27.5	LACT	Y									Cloudy	Cool	
17/07/2020	Falls	402	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	402	8	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1850	1849	21	NR	N									Cloudy	Cool	
17/07/2020	Falls	402	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	402	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Cool	
17/07/2020	Falls	402	10	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1845		95	NR	N									Foggy	Cool	
16/07/2020	Falls	111	1	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	1844	1843	20.5	SCR										Cloudy	Warm	
16/07/2020	Falls	111	1	2	SF	Sherman	Sunflower Seeds	DM	Recap	J	F	0	0	1696	1695	12.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	111	2	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	1842		85	NSCR										Cloudy	Warm	
16/07/2020	Falls	111	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	3	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1841	1840	15.5	NSCR										Cloudy	Warm	
16/07/2020	Falls	111	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	4	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1839	1838	17.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	111	5	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1837	1836	19.5	LACT	Y									Cloudy	Warm	
16/07/2020	Falls	111	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	6	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	111	8	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1835	1834	15.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	111	8	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	1	1694	1693	17	NSCR										Cloudy	Warm	Tagged right ear
16/07/2020	Falls	111	9	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1833	1832	16.5	NSCR										Cloudy	Warm	
16/07/2020	Falls	111	9	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1831	1830	16.5	NSCR										Cloudy	Warm	
16/07/2020	Falls	111	10	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1829	1828	16.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	111	10	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1692	1691	16	NSCR										Cloudy	Warm	
16/07/2020	Falls	112	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	112	2	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1827	1826	16.5	NSCR										Cloudy	Warm	
16/07/2020	Falls	112	3	1	SF	Sherman	Sunflower Seeds	STS	Released																		Cloudy	Warm	
16/07/2020	Falls	112	4	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1875	1874	17.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	112	4	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1690	1689	16	NR	N									Cloudy	Warm	
16/07/2020	Falls	112	5	1	SF	Sherman	Sunflower Seeds	STS	Released																		Cloudy	Warm	
16/07/2020	Falls	112	7	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1688	1687	17	NSCR										Cloudy	Warm	
16/07/2020	Falls	113	1	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	M	0	1	1873		90	NSCR										Cloudy	Warm	Tick under left ear 
16/07/2020	Falls	113	2	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1686	1685	15	NSCR										Cloudy	Warm	
16/07/2020	Falls	113	2	2	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	1611		90	NR	N									Cloudy	Warm	
16/07/2020	Falls	113	3	1	SF	Sherman	Sunflower Seeds	Trap Disturbance																			Cloudy	Warm	
16/07/2020	Falls	113	3	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1872	1871	15.5	NSCR										Cloudy	Warm	Trap on it's side - botfly next to genitals on right side of body 
16/07/2020	Falls	113	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	113	5	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	F	0	0	1684	1683	19.75	NR	N									Cloudy	Warm	
16/07/2020	Falls	113	6	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1870	1869	12.5	NR	N									Cloudy	Warm	
16/07/2020	Falls	113	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	1868	1867	15.5	SCR										Cloudy	Warm	
16/07/2020	Falls	113	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	113	8	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1682	1681	16	NR	N									Cloudy	Warm	
16/07/2020	Falls	113	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	113	9	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1866	1865	18	NR	N									Cloudy	Warm	
16/07/2020	Falls	113	10	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1864	1863	15	NSCR										Cloudy	Warm	
16/07/2020	Falls	402	1	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1847	1846	23.5	SCR										Cloudy	Warm	
16/07/2020	Falls	402	3	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1680	1679	23.5	LACT	Y									Cloudy	Warm	
16/07/2020	Falls	402	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	402	6	1	SF	Sherman	Sunflower Seeds	DM	Recap	J	M	0	0	1678	1676	13.5	NSCR										Cloudy	Warm	
16/07/2020	Falls	402	8	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1850	1849	14	LACT	Y									Cloudy	Warm	
16/07/2020	Falls	402	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	402	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	402	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Cloudy	Warm	
16/07/2020	Falls	402	10	2	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1845		85	NR	N									Cloudy	Warm	
15/07/2020	Falls	111	1	1	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1696	1695	13.5	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	111	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	8	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1694		17.5	NSCR										Partly Cloudy	Warm	Escaped after first tag
15/07/2020	Falls	111	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	9	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	111	10	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	1	1692	1691	16.5	NSCR										Partly Cloudy	Warm	
15/07/2020	Falls	112	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	112	4	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1690	1689	15.5	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	112	5	1	SF	Sherman	Sunflower Seeds	STS	Released																		Partly Cloudy	Warm	
15/07/2020	Falls	112	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1688	1687	16.5	NSCR										Partly Cloudy	Warm	
15/07/2020	Falls	113	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	113	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1686	1685	15.5	NSCR										Partly Cloudy	Warm	
15/07/2020	Falls	113	3	1	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1611		85	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	113	6	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1684	1683	19.5	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	113	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	113	8	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1682	1681	14.5	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	113	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	113	10	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	113	10	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Partly Cloudy	Warm	
15/07/2020	Falls	402	3	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1680	1679	25	LACT	Y									Partly Cloudy	Warm	
15/07/2020	Falls	402	5	1	SF	Sherman	Sunflower Seeds	NFLYER	New Tag	A	F	0	1	1610		95	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	402	6	1	SF	Sherman	Sunflower Seeds	RS	New Tag	A	F	0	1	1620		165	NR	N									Partly Cloudy	Warm	
15/07/2020	Falls	402	6	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	M	0	1	1678	1676	13	NSCR										Partly Cloudy	Warm	
15/07/2020	Falls	402	7	1	SF	Sherman	Sunflower Seeds	WJM	Escape	A						23											Partly Cloudy	Warm	Big rip in left ear 
15/07/2020	Falls	402	8	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1850	1849	22.5	LACT	Y									Partly Cloudy	Warm	
15/07/2020	Falls	402	10	1	SF	Sherman	Sunflower Seeds	RBV	New Tag	A	F	0	1	1848		27.5	PREG	N							Y		Partly Cloudy	Warm	"Mites on left ear, blood coming out of anus "
14/07/2020	Falls	201	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	201	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	M	0	1	1825	1824	18.5	NSCR										Foggy	Warm	
14/07/2020	Falls	201	2	1	SF	Sherman	Sunflower Seeds	DM	Escape							18.5											Foggy	Warm	
14/07/2020	Falls	201	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	201	3	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1823	1822	19.5	LACT	Y									Foggy	Warm	
14/07/2020	Falls	201	4	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1647	1646	18	SCR										Foggy	Warm	
14/07/2020	Falls	201	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	201	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1821	1820	24	LACT	Y									Foggy	Warm	
14/07/2020	Falls	201	7	2	SF	Sherman	Sunflower Seeds	DM	Predation																		Foggy	Warm	"Tail and hindfoot caught in door, trap moved from original placement"
14/07/2020	Falls	201	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	201	8	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1619	1618	21.5	SCR										Foggy	Warm	
14/07/2020	Falls	201	9	1	SF	Sherman	Sunflower Seeds	DM	Predation	SA																	Foggy	Warm	"Severed upper half of body, no tags"
14/07/2020	Falls	201	10	1	SF	Sherman	Sunflower Seeds	Trap Disturbance																			Foggy	Warm	
14/07/2020	Falls	202	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1813	1812	17	SCR										Foggy	Warm	"Rips in both ears, two mice in one trap"
14/07/2020	Falls	202	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1815	1814	15	NSCR										Foggy	Warm	Two mice in one trap
14/07/2020	Falls	202	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	202	4	2	SF	Sherman	Sunflower Seeds	ECHIP	New Tag	A	F	0	1	1604		90	NR	N									Foggy	Warm	
14/07/2020	Falls	202	5	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1811	1810	20	NR	N									Foggy	Warm	
14/07/2020	Falls	202	5	2	SF	Sherman	Sunflower Seeds	STS	Trap Death																		Foggy	Warm	
14/07/2020	Falls	202	7	1	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1809	1808	14.5	NR	N									Foggy	Warm	
14/07/2020	Falls	202	7	2	SF	Sherman	Sunflower Seeds	DM	Recap	J	F	0	0	1613	1612	15	NR	N									Foggy	Warm	
14/07/2020	Falls	202	9	1	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	F	0	1	1807	1806	19.5	NR	N									Foggy	Warm	
14/07/2020	Falls	202	10	1	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1805	1804	14.5	NR	N									Foggy	Warm	
14/07/2020	Falls	203	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	A	F	0	1	1819	1818	22.5	LACT	Y									Foggy	Warm	
14/07/2020	Falls	203	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	2	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	3	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	3	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	4	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1617	1616	14.5	NR	N									Foggy	Warm	
14/07/2020	Falls	203	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	5	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	6	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	6	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1817	1816	14.5	NSCR										Foggy	Warm	
14/07/2020	Falls	203	8	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	8	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	9	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	203	9	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1615	1614	18.5	NR	N									Foggy	Warm	
14/07/2020	Falls	203	10	1	SF	Sherman	Sunflower Seeds	DM	Predation	SA																	Foggy	Warm	Bottom half found in trap
14/07/2020	Falls	304	1	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	1	2	SF	Sherman	Sunflower Seeds	DM	New Tag	SA	M	0	1	1803	1802	15.5	NSCR										Foggy	Warm	
14/07/2020	Falls	304	2	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	2	2	SF	Sherman	Sunflower Seeds	RBV	Escape							28.5									Y		Foggy	Warm	Mites on right ear around middle of ear at the edge
14/07/2020	Falls	304	4	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	4	2	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	5	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	5	2	SF	Sherman	Sunflower Seeds	STS	Released																		Foggy	Warm	
14/07/2020	Falls	304	6	1	SF	Sherman	Sunflower Seeds	DM	Recap	A	M	0	0	1634	1633	20	SCR										Foggy	Warm	
14/07/2020	Falls	304	6	2	SF	Sherman	Sunflower Seeds	DM	Recap	J	F	0	0	1632	1631	14	NR	N									Foggy	Warm	
14/07/2020	Falls	304	7	1	SF	Sherman	Sunflower Seeds	Trap Malfunction																			Foggy	Warm	
14/07/2020	Falls	304	7	2	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1609	1608	13.5	NSCR										Foggy	Warm	
14/07/2020	Falls	304	8	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	F	0	0	1627	1626	12	NR	N									Foggy	Warm	
14/07/2020	Falls	304	8	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1700	1699	14	NR	N									Foggy	Warm	
14/07/2020	Falls	304	9	1	SF	Sherman	Sunflower Seeds	ECHIP	Recap	A	M	0	0	1630		85	NSCR										Foggy	Warm	
14/07/2020	Falls	304	10	1	SF	Sherman	Sunflower Seeds	DM	Recap	SA	M	0	0	1629	1628	15	NSCR										Foggy	Warm	Trap was flipped upside down
14/07/2020	Falls	304	10	2	SF	Sherman	Sunflower Seeds	DM	New Tag	J	F	0	1	1698	1697	12.5	NR	N									Foggy	Warm	
13/08/2020	Falls	201	1	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Clear	Cool	
13/08/2020	Falls	201	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	4	2	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Clear	Cool	
13/08/2020	Falls	201	5	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	6	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	7	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Clear	Cool	
13/08/2020	Falls	201	7	2	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Clear	Cool	
13/08/2020	Falls	201	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	8	2	JV	Sherman	Sunflower Seeds	DM	Predation																		Clear	Cool	Tail found inside trap
13/08/2020	Falls	201	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	9	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	201	10	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	1	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	4	1	JV	Sherman	Sunflower Seeds	DM	Predation																		Clear	Cool	"Trap found on its side, tail and fur inside"
13/08/2020	Falls	202	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	5	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	6	1	JV	Sherman	Sunflower Seeds	DM	Predation																		Clear	Cool	Tail found inside trap
13/08/2020	Falls	202	6	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	7	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	8	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	202	10	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	1	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	2	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	2	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	3	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	4	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	4	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	5	1	JV	Sherman	Sunflower Seeds	Trap Disturbance																			Clear	Cool	
13/08/2020	Falls	203	5	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	6	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	7	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	8	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	8	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	9	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	9	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	203	10	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	304	1	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	304	1	2	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	304	2	1	JV	Sherman	Sunflower Seeds	DM	Predation																		Clear	Cool	Tail and hindleg found inside trap
13/08/2020	Falls	304	3	1	JV	Sherman	Sunflower Seeds	Trap Malfunction																			Clear	Cool	
13/08/2020	Falls	304	3	2	JV	Sherman	Sunflower Seeds	ECHIP	Recap	A	F	0	0	0032		80	NR	N									Clear	Cool	
